"id_materia","nombre_materia","clave_alfa","hsm","ebc","id_carrera","cuatrimestre","n_unidades","integradora"
2434,"TELECOMUNICACIONES INDUSTRIALES","TELIN",NULL,"-",50,NULL,NULL,"-"
2435,"AUTOMATIZACIÓN II","AUTO2",NULL,"-",50,NULL,NULL,"-"
2436,"AUTOMATIZACIÓN I","AUTO1",NULL,"-",50,NULL,NULL,"-"
2437,"ELECTRÓNICA DIGITAL","ELDIG",NULL,"-",50,NULL,NULL,"-"
2438,"REDES DE CONTROL","REDES",NULL,"-",50,NULL,NULL,"-"
2439,"IDIOMA EXTRANJERO III","IDEX3",NULL,"-",50,NULL,NULL,"-"
2440,"FORMACION SOCIOCULTURAL I","FOSO1",NULL,"-",50,NULL,NULL,"-"
2441,"INSTRUMENTACION INDUSTRIAL II","INST2",NULL,"-",50,NULL,NULL,"-"
2442,"MATEMATICAS III","MATE3",NULL,"-",50,NULL,NULL,"-"
2443,"TECNOLOGIAS DE FABRICACION","TFABR",NULL,"-",50,NULL,NULL,"-"
2444,"INFORMATICA III","INFO3",NULL,"-",50,NULL,NULL,"-"
2445,"PROGRAMACION VISUAL","PROVI",NULL,"-",50,NULL,NULL,"-"
2446,"RELACIONES LABORALES","RELAB",NULL,"-",50,NULL,NULL,"-"
2447,"ELECTRONICA","ELETR",NULL,"-",50,NULL,NULL,"-"
2448,"MICROCONTROLADORES","MICRO",NULL,"-",50,NULL,NULL,"-"
2449,"INTEGRACION DE SISTEMAS AUTOMATICOS","INSAU",NULL,"-",50,NULL,NULL,"-"
2450,"ELECTROMECANICA O REDES DE CONTROL","ELM",NULL,"-",50,NULL,NULL,"-"
2485,"ADMINISTRACIÓN DEL MANTENIMIENTO","ADMAN",NULL,"-",41,NULL,NULL,"-"
2494,"DIBUJO ASISTIDO POR COMPUTADORA","DACOM",NULL,"-",41,NULL,NULL,"-"
2513,"CALIDAD","CALID",NULL,"A",39,NULL,NULL,"-"
2514,"IDIOMA EXTRANJERO II","IDEX2",NULL,"A",39,NULL,NULL,"-"
2515,"INGLES IV","IDEX4",4,"A",39,4,3,"-"
2516,"COMUNICACIONES INALÁMBRICAS","COINA",NULL,"A",39,NULL,NULL,"-"
2517,"ELECTRÓNICA DIGITAL","ELDIG",NULL,"A",39,NULL,NULL,"-"
2518,"COMUNICACIÓN DE DATOS","CODAT",NULL,"A",39,NULL,NULL,"-"
2519,"INFORMÁTICA II","INFO2",NULL,"A",39,NULL,NULL,"-"
2520,"PROGRAMACIÓN DE COMPUTADORAS","PRCOM",NULL,"A",39,NULL,NULL,"-"
2521,"MATEMÁTICAS II","MATE2",NULL,"A",39,NULL,NULL,"-"
2522,"ADMINISTRACIÓN Y MANTENIMIENTO DE REDES","AMARE",NULL,"A",39,NULL,NULL,"-"
2523,"EXPRESIÓN ORAL Y ESCRITA II","EXOE2",5,"A",39,5,3,"-"
2524,"FORMACIÓN SOCIOCULTURAL II","FOSO2",3,"A",39,2,2,"-"
2525,"INSTRUMENTACIÓN DE TELECOMUNICACIONES","ITELE",NULL,"A",39,NULL,NULL,"-"
2526,"PROYECTO DE CARRERA","PROCA",NULL,"A",39,NULL,NULL,"-"
2527,"DESARROLLO DE SITIOS WEB","DSWEB",5,"A",39,5,NULL,"-"
2528,"ELECTRONICA ANALOGICA","ELANA",NULL,"A",39,NULL,NULL,"-"
2529,"PROPAGACION Y TRATAMIENTO DE SENALES","PTASE",NULL,"A",39,NULL,NULL,"-"
2530,"PROTOCOLO DE TELECOMUNICACIONES","PRTEL",NULL,"A",39,NULL,NULL,"-"
2531,"COMUNICACIONES ALAMBRICAS","COALA",NULL,"A",39,NULL,NULL,"-"
2532,"SOFTWARE DE COMUNICACIONES","SOFCO",NULL,"A",39,NULL,NULL,"-"
2533,"FORMACION SOCIOCULTURAL IV","FOSO4",3,"A",39,4,3,"-"
2534,"INGLES V","IDEX5",4,"A",39,5,2,"-"
2535,"COMUNICACION DE REDES DE DATOS","CRDT",NULL,"A",39,NULL,NULL,"-"
2536,"SISTEMAS OPERATIVOS","SOP",5,"A",39,3,4,"-"
2537,"MATEMATICAS APLICADAS A LAS TELECOMUNICACIONES","MATEL",6,"A",39,3,5,"-"
2538,"DESARROLLO DE APLICACIONES WEB","DAPL",6,"A",39,3,2,"-"
2539,"ADMINISTRACION DE LA FUNCION INFORMATICA","AFINF",3,"A",39,3,3,"-"
2540,"INGLES III","IDEX3",4,"A",39,3,2,"-"
2541,"FORMACION SOCIOCULTURAL III","FOSO3",2,"A",39,3,2,"-"
2542,"INTEGRADORA I","IIN I",2,"A",39,3,2,"A"
2543,"ADMINISTRACION DE SERVIDORES I","ADMSI",7,"A",39,4,5,"-"
2544,"REDES WAN","RWAN",7,"A",39,4,4,"-"
2545,"SISTEMAS DE TELECOMUNICACIONES I","STELI",7,"A",39,4,5,"-"
2546,"SISTEMAS ANALOGICOS","SANL",7,"A",39,4,6,"-"
2547,"CONMUTACION EN REDES DE DATOS","CRBD",7,"A",39,3,4,"-"
2548,"ADMINISTRACION DE SERVIDORES II","ADSII",6,"A",39,5,5,"-"
2549,"INTEGRADORA II","INTG",2,"A",39,5,2,"A"
2550,"SISTEMAS DE TELECOMUNICACIONES II","STEII",7,"A",39,5,7,"-"
2551,"ADMINISTRACION DE PROYECTOS","APROY",5,"A",39,5,2,"-"
2552,"SISTEMAS DIGITALES ","SISTD",6,"A",39,5,6,"-"
2576,"CALIDAD","CALID",NULL,"-",46,NULL,NULL,"-"
2577,"IDIOMA EXTRANJERO II","IDEX2",NULL,"-",46,NULL,NULL,"-"
2578,"COMUNICACIÓN DE DATOS","CODAT",NULL,"-",46,NULL,NULL,"-"
2579,"PROGRAMACIÓN DE COMPUTADORAS","PRCOM",NULL,"-",46,NULL,NULL,"-"
2580,"MATEMÁTICAS II","MATE2",NULL,"-",46,NULL,NULL,"-"
2581,"INFORMÁTICA II","INFO2",NULL,"-",46,NULL,NULL,"-"
2582,"EXPRESIÓN ORAL Y ESCRITA II","EXOE2",NULL,"-",46,NULL,NULL,"-"
2583,"FORMACIÓN SOCIOCULTURAL II","FOSO2",NULL,"-",46,NULL,NULL,"-"
2584,"AMBIENTE ECONOMICO EMPRESARIAL","AEEMP",NULL,"-",46,NULL,NULL,"-"
2585,"DISENO GRAFICO","DGRAF",NULL,"-",46,NULL,NULL,"-"
2586,"SISTEMAS DE NEGOCIOS ELECTRONICOS I","SNELE",NULL,"-",46,NULL,NULL,"-"
2587,"CAPACITACION A USUARIOS","CUSUA",NULL,"-",46,NULL,NULL,"-"
2588,"IDIOMA EXTRANJERO IV","IDEX4",NULL,"-",46,NULL,NULL,"-"
2589,"FORMACION SOCIOCULTURAL IV","FOSO4",NULL,"-",46,NULL,NULL,"-"
2590,"INGENIERIA DE SOFTWARE","ISOFT",NULL,"-",46,NULL,NULL,"-"
2591,"MULTIMEDIA I","MULTI",NULL,"-",46,NULL,NULL,"-"
2592,"MULTIMEDIA II","MUL",NULL,"-",46,NULL,NULL,"-"
2593,"REDACCION DE DOCUMENTOS EN ESPANOL","RED",NULL,"-",46,NULL,NULL,"-"
2594,"INVESTIGACION DE OPERACIONES","IOP",NULL,"-",46,NULL,NULL,"-"
2595,"IDIOMA EXTRANJERO V","IDEX5",NULL,"-",46,NULL,NULL,"-"
2596,"DESARROLLO DE SITIOS WEB","DSWEB",NULL,"-",46,NULL,NULL,"-"
2597,"PROYECTO DE CARRERA","PROCA",NULL,"-",46,NULL,NULL,"-"
2598,"SISTEMA DE NEGOCIOS ELECTRONICOS II","SNEG",NULL,"-",46,NULL,NULL,"-"
2607,"ANATOMÍA Y FISIOLOGÍA HUMANA II","AFHU2",6,"-",8,2,3,"-"
2619,"OPERACIÓN DE VEHÍCULOS DE EMERGENCIA","OVEME",4,"-",8,5,3,"-"
2643,"SALUD PUBLICA","SAP",NULL,"-",8,NULL,NULL,"-"
2644,"PRINCIPIOS GENERALES DE FARMACOLOGIA","PGF",NULL,"-",8,NULL,NULL,"-"
2645,"METODOLOGIA DE LA INVESTIGACION","MTV",NULL,"-",8,NULL,NULL,"-"
2646,"PROCEDIMIENTOS Y TECNICAS AUXILIARES PARA EL MANEJO DE PACIENTES","PTPP",NULL,"-",8,NULL,NULL,"-"
2647,"FISIOLOGIA HUMANA","FHNA",NULL,"-",8,NULL,NULL,"-"
2648,"ANATOMIA HUMANA","AHN",NULL,"-",8,NULL,NULL,"-"
2649,"BIOQUIMICA","BIO",NULL,"-",8,NULL,NULL,"-"
2670,"CONTABILIDAD","CONTA",NULL,"A",34,NULL,NULL,"-"
2671,"BASE DE DATOS I","BDAT1",NULL,"A",34,NULL,NULL,"-"
2672,"MATEMATICAS III","MATE3",NULL,"A",34,NULL,NULL,"-"
2673,"REDES DE COMPUTO","RECOM",NULL,"A",34,NULL,NULL,"-"
2674,"INFORMATICA III","INFO3",NULL,"A",34,NULL,NULL,"-"
2675,"IDIOMA EXTRANJERO III","IDEX3",NULL,"A",34,NULL,NULL,"-"
2676,"FORMACION SOCIOCULTURAL III","FOSO3",NULL,"A",34,NULL,NULL,"-"
2677,"SOPORTE TECNICO","STEC",6,"A",34,1,4,"-"
2678,"FUNDAMENTOS DE REDES","FRED",5,"A",34,1,6,"-"
2679,"OFIMATICA","OFI",3,"A",34,1,3,"-"
2680,"EXPRESION ORAL Y ESCRITA I","EXOE1",5,"A",34,1,3,"-"
2681,"METODOLOGIA DE LA PROGRAMACION","MPRG",6,"A",34,1,3,"-"
2682,"DESARROLLO DE HABILIDADES DE PENSAMIENTO LOGICO","DPL",4,"A",34,1,3,"-"
2683,"FORMACION SOCIOCULTURAL I","FOSO1",2,"A",34,1,2,"-"
2684,"INGLES I","IDEX1",4,"A",34,1,3,"-"
2685,"INGLES II","IDEX2",4,"A",34,2,2,"-"
2686,"BASE DE DATOS","BD",6,"A",34,2,7,"-"
2687,"PROGRAMACION","PROG",6,"A",34,2,5,"-"
2688,"DESARROLLO DE HABILIDADES DE PENSAMIENTO MATEMATICO","DHPM",5,"A",34,2,5,"-"
2689,"INTRODUCCION AL ANALISIS Y DISENO DE SISTEMAS","IADS",5,"A",34,2,4,"-"
2690,"FORMACION SOCIOCULTURAL II","FOSO2",3,"A",34,2,2,"-"
2691,"REDES DE AREA LOCAL","RAL",6,"A",34,2,6,"-"
2701,"FORMACION SOCIOCULTURAL I","FOSO1",NULL,"A",53,NULL,NULL,"-"
2702,"FORMACION SOCIOCULTURAL II","FOSO2",NULL,"A",53,NULL,NULL,"-"
2703,"FORMACION SOCIOCULTURAL IV","FOSO4",NULL,"A",53,NULL,NULL,"-"
2704,"PROGRAMACION AVANZADA","PROAV",NULL,"A",53,NULL,NULL,"-"
2705,"CALIDAD","CALID",NULL,"A",53,NULL,NULL,"-"
2706,"IDIOMA EXTRANJERO I","IDEX1",NULL,"A",53,NULL,NULL,"-"
2707,"EXPRESION ORAL Y ESCRITA II","EXOE2",NULL,"A",53,NULL,NULL,"-"
2708,"IDIOMA EXTRANJERO IV","IDEX4",NULL,"A",53,NULL,NULL,"-"
2709,"INFORMATICA III","INFO3",NULL,"A",53,NULL,NULL,"-"
2710,"ANALISIS Y DISENO DE SISTEMAS DE INFORMACION I","ANDI1",NULL,"A",53,NULL,NULL,"-"
2711,"LOGICA DE PROGRAMACION","LOPRO",NULL,"A",53,NULL,NULL,"-"
2712,"CALIDAD EN EL DESARROLLO DE SOFTWARE","CDSOF",NULL,"A",53,NULL,NULL,"-"
2713,"INFORMATICA II","INFO2",NULL,"A",53,NULL,NULL,"-"
2714,"MATEMATICAS III","MATE3",NULL,"A",53,NULL,NULL,"-"
2715,"MATEMATICAS II","MATE2",NULL,"A",53,NULL,NULL,"-"
2716,"BASE DE DATOS I","BDAT1",NULL,"A",53,NULL,NULL,"-"
2717,"COMUNICACION DE DATOS","CODAT",NULL,"A",53,NULL,NULL,"-"
2718,"MANTENIMIENTO PREVENTIVO","MANPR",NULL,"A",53,NULL,NULL,"-"
2719,"PROYECTO DE CARRERA","PROCA",NULL,"A",53,NULL,NULL,"-"
2720,"ESTRUCTURA DE DATOS","ESTDA",NULL,"A",53,NULL,NULL,"-"
2721,"IDIOMA EXTRANJERO V","IDEX5",NULL,"A",53,NULL,NULL,"-"
2722,"SISTEMAS OPERATIVOS MULTIUSUARIOS","SOMUL",NULL,"A",53,NULL,NULL,"-"
2723,"CONTABILIDAD","CONTA",NULL,"A",53,NULL,NULL,"-"
2724,"BASE DE DATOS II","BDAT2",NULL,"A",53,NULL,NULL,"-"
2725,"PROGRAMACION DE COMPUTADORAS","PRCOM",NULL,"A",53,NULL,NULL,"-"
2726,"DESARROLLO DE SITIOS WEB","DSWEB",NULL,"A",53,NULL,NULL,"-"
2727,"FORMACION SOCIOCULTURAL III","FOSO3",NULL,"A",53,NULL,NULL,"-"
2728,"IDIOMA EXTRANJERO II","IDEX2",NULL,"A",53,NULL,NULL,"-"
2729,"ADMINISTRACION Y AUDITORIA DE LA FUNCION INFORMATICA","AAFIN",NULL,"A",53,NULL,NULL,"-"
2730,"REDES DE COMPUTO","RECOM",NULL,"A",53,NULL,NULL,"-"
2731,"BASE DE DATOS","BD",NULL,"A",53,NULL,NULL,"-"
2733,"INGLES I","IINGI",NULL,"A",25,NULL,NULL,"-"
2734,"OPTATIVA I","IOPTA",NULL,"A",25,NULL,NULL,"-"
2741,"INGLES II","IINII",4,"A",25,8,3,"-"
2746,"INGLES VIII","INIII",4,"A",25,9,3,"-"
2747,"OPTATIVA II","OPTII",3,"A",25,9,4,"-"
2756,"INGLES IV","INIV",NULL,"A",25,NULL,NULL,"-"
2763,"IDIOMA EXTRANJERO I","IDEX1",4,"A",17,1,3,"-"
2779,"CONTROL ESTADISTICO DE PROCESOS","ICEP",4,"A",17,3,4,"-"
2780,"PROCESO DE MANUFACTURA","PMA",5,"A",17,3,3,"-"
2784,"IDIOMA EXTRANJERO III","IDEX3",4,"A",17,3,2,"-"
2788,"IDIOMA EXTRANJERO IV","IDEX4",4,"A",17,4,3,"-"
2827,"INGLES VI","IINGI",4,"A",21,7,3,"-"
2833,"INGLES II","IINII",4,"A",21,8,3,"-"
2837,"OPTATIVA I","IOPTA",4,"A",21,8,2,"-"
2838,"OPTATIVA II","OPTII",3,"A",21,9,4,"-"
2842,"INGLES VIII","INIII",4,"A",21,9,3,"-"
2849,"INGLES IX","INIV",4,"A",21,10,3,"-"
2857,"ENTORNO DE LA EMPRESA","EEMP",NULL,"A",55,NULL,NULL,"-"
2858,"ADMINISTRACION","ADMON",NULL,"A",55,NULL,NULL,"-"
2859,"CALIDAD","CALID",NULL,"A",55,NULL,NULL,"-"
2860,"FUNDAMENTOS DE MERCADOTECNIA","FUNME",NULL,"A",55,NULL,NULL,"-"
2861,"MATEMATICAS","MAT",NULL,"A",55,NULL,NULL,"-"
2862,"INFORMATICA PARA NEGOCIOS I","IPN",NULL,"A",55,NULL,NULL,"-"
2863,"IDIOMA EXTRANJERO I","IDEX1",NULL,"A",55,NULL,NULL,"-"
2864,"EXPRESION ORAL Y ESCRITA II","EXOE2",NULL,"A",55,NULL,NULL,"-"
2865,"FORMACION SOCIOCULTURAL I","FOSO1",NULL,"A",55,NULL,NULL,"-"
2866,"ESTADISTICA PARA NEGOCIOS","IEPNE",NULL,"A",55,NULL,NULL,"-"
2867,"PRESUPUESTOS","PRE",NULL,"A",55,NULL,NULL,"-"
2868,"IDIOMA EXTRANJERO II","IDEX2",NULL,"A",55,NULL,NULL,"-"
2869,"INFORMATICA PARA NEGOCIOS II","INF",NULL,"A",55,NULL,NULL,"-"
2870,"FORMACION SOCIOCULTURAL II","FOSO2",NULL,"A",55,NULL,NULL,"-"
2871,"ESTUDIO DEL CONSUMIDOR","ECON",NULL,"A",55,NULL,NULL,"-"
2872,"PLAN DE NEGOCIOS","PLAN",NULL,"A",55,NULL,NULL,"-"
2873,"MEZCLA DE MERCADOTECNIA","MMERC",NULL,"A",55,NULL,NULL,"-"
2874,"COMUNICACION INTEGRAL DE MERCADOTECNIA","CIM",NULL,"A",55,NULL,NULL,"-"
2875,"FINANZAS","FIN",NULL,"A",55,NULL,NULL,"-"
2876,"INVESTIGACION DE MERCADOS II","IVM",NULL,"A",55,NULL,NULL,"-"
2877,"FORMACION SOCIOCULTURAL III","FOSO3",NULL,"A",55,NULL,NULL,"-"
2878,"IDIOMA EXTRANJERO V","IDEX5",NULL,"A",55,NULL,NULL,"-"
2879,"ADMINISTRACION DE ALMACEN","ADA",NULL,"A",55,NULL,NULL,"-"
2880,"INVESTIGACION DE MERCADOS I","INVM",NULL,"A",55,NULL,NULL,"-"
2881,"IDIOMA EXTRANJERO IV","IDEX4",NULL,"A",55,NULL,NULL,"-"
2882,"ESTRATEGIAS DE VENTA","EVTA",NULL,"A",55,NULL,NULL,"-"
2883,"INTEGRADORA I","IIN I",NULL,"A",55,NULL,NULL,"A"
2884,"MERCADOTECNIA ESTRATEGICA","MEST",NULL,"A",55,NULL,NULL,"-"
2885,"IDIOMA EXTRANJERO III","IDEX3",NULL,"A",55,NULL,NULL,"-"
2886,"GESTION DE VENTAS ","GVTAS",NULL,"A",55,NULL,NULL,"-"
2887,"COMPRAS","COMPR",NULL,"A",55,NULL,NULL,"-"
2888,"PRODUCCION PUBLICITARIA I","PPUB",5,"A",55,8,4,"-"
2889,"FORMACION SOCIOCULTURAL IV","FOSO4",3,"A",55,8,3,"-"
2890,"PLANEACION ESTRATEGICA DE MERCADOTECNIA","PEMER",6,"A",55,8,4,"-"
2891,"COMERCIO INTERNACIONAL","COI",6,"A",55,8,4,"-"
2892,"PRODUCCION PUBLICITARIA II","PRODP",6,"A",55,9,3,"-"
2893,"RELACIONES HUMANAS","REH",4,"A",55,9,5,"-"
2894,"INTEGRADORA II","INTG",2,"A",55,9,4,"A"
2895,"COMERCIO ELECTRONICO","CELE",4,"A",55,9,4,"-"
2896,"PLAN DE EXPORTACION","PEXP",4,"A",55,9,4,"-"
2921,"INGLES I","IINGI",4,"A",19,7,3,"-"
2925,"OPTATIVA I","IOPTA",3,"A",19,7,4,"-"
2930,"INGLES II","IINII",4,"A",19,8,3,"-"
2933,"INGLES III","INIII",4,"A",19,9,3,"-"
2939,"OPTATIVA II","OPTII",NULL,"A",19,NULL,NULL,"-"
2942,"INGLES IV","INIV",NULL,"A",19,NULL,NULL,"-"
2951,"DIBUJO INDUSTRIAL","DIND",NULL,"A",57,NULL,NULL,"-"
2952,"INFORMATICA","INFOR",NULL,"A",57,NULL,NULL,"-"
2953,"ESTATICA Y DINAMICA","ESDIN",NULL,"A",57,NULL,NULL,"-"
2954,"ALGEBRA","ALGE",NULL,"A",57,NULL,NULL,"-"
2955,"ADMINISTRACION DEL PERSONAL","APER",NULL,"A",57,NULL,NULL,"-"
2956,"CALCULO","CALCU",NULL,"A",57,NULL,NULL,"-"
2957,"CALIDAD EN EL MANTENIMIENTO","CALMI",NULL,"A",57,NULL,NULL,"-"
2958,"FORMACION SOCIOCULTURAL I","FOSO1",NULL,"A",57,NULL,NULL,"-"
2959,"INTRODUCCION AL MANTENIMIENTO","INTMA",NULL,"A",57,NULL,NULL,"-"
2960,"METODOS Y SISTEMAS DE TRABAJO","MESTR",NULL,"A",57,NULL,NULL,"-"
2961,"EXPRESION ORAL Y ESCRITA I","EXOE1",NULL,"A",57,NULL,NULL,"-"
2962,"COSTOS Y PRESUPUESTOS","CPRE",NULL,"A",57,NULL,NULL,"-"
2963,"SISTEMAS ELECTRICOS","SELEC",NULL,"A",57,NULL,NULL,"-"
2964,"REDES DE SERVICIOS INDUSTRIALES","RSIN",NULL,"A",57,NULL,NULL,"-"
2965,"SISTEMAS HIDRAULICOS","SITHI",NULL,"A",57,NULL,NULL,"-"
2966,"IDIOMA EXTRANJERO III","IDEX3",NULL,"A",57,NULL,NULL,"-"
2967,"FORMACION SOCIOCULTURAL IV","FOSO4",NULL,"A",57,NULL,NULL,"-"
2968,"INSTALACIONES ELECTRICAS","INSTE",NULL,"A",57,NULL,NULL,"-"
2969,"FORMACION SOCIOCULTURAL III","FOSO3",NULL,"A",57,NULL,NULL,"-"
2970,"IDIOMA EXTRANJERO II","IDEX2",NULL,"A",57,NULL,NULL,"-"
2971,"INGENIERIA DE MATERIALES","IIMAT",NULL,"A",57,NULL,NULL,"-"
2972,"MAQUINAS ELECTRICAS","MAELE",NULL,"A",57,NULL,NULL,"-"
2973,"INTEGRADORA I","IIN I",NULL,"A",57,NULL,NULL,"A"
2974,"ELECTRONICA DIGITAL","ELDIG",NULL,"A",57,NULL,NULL,"-"
2975,"IDIOMA EXTRANJERO I","IDEX1",NULL,"A",57,NULL,NULL,"-"
2976,"GESTION DEL MANTENIMIENTO","GMTO",NULL,"A",57,NULL,NULL,"-"
2977,"SISTEMAS NEUMATICOS","SINEU",NULL,"A",57,NULL,NULL,"-"
2978,"ELECTRONICA ANALOGICA","ELANA",NULL,"A",57,NULL,NULL,"-"
2979,"MAQUINAS Y MECANISMOS","MAMEC",NULL,"A",57,NULL,NULL,"-"
2980,"FORMACION SOCIOCULTURAL II","FOSO2",NULL,"A",57,NULL,NULL,"-"
2981,"SEGURIDAD Y MEDIO AMBIENTE","SMEDI",NULL,"A",57,NULL,NULL,"-"
2982,"INTEGRADORA II","INTG",2,"A",57,8,4,"A"
2983,"MANTENIMIENTO A PROCESOS DE MANUFACTURA","MPMAN",6,"A",57,8,3,"-"
2984,"IDIOMA EXTRANJERO IV","IDEX4",4,"A",57,8,3,"-"
2985,"MAQUINAS TERMICAS","MAQTE",6,"A",57,8,4,"-"
2986,"AUTOMATIZACION Y ROBOTICA","AUROB",6,"A",57,9,5,"-"
2987,"IDIOMA EXTRANJERO V","IDEX5",4,"A",57,9,4,"-"
2988,"EXPRESION ORAL Y ESCRITA II","EXOE2",5,"A",57,9,3,"-"
2989,"PRINCIPIOS DE PROGRAMACION","PPROG",3,"A",57,9,3,"-"
3014,"INGLES I","IINGI",NULL,"A",24,NULL,NULL,"-"
3022,"INGLES II","IINII",4,"A",24,8,3,"-"
3031,"OPTATIVA I","IOPTA",4,"A",24,9,4,"-"
3032,"INGLES III","INIII",4,"A",24,9,3,"-"
3036,"OPTATIVA II","OPTII",4,"A",24,10,5,"-"
3037,"METODOLOGIA DE LA INVESTIGACION","MTV",NULL,"A",24,NULL,NULL,"-"
3039,"INGLES IV","INIV",4,"A",24,10,3,"-"
3045,"FORMACION SOCIOCULTURAL I","FOSO1",NULL,"A",54,NULL,NULL,"-"
3046,"EXPRESION ORAL Y ESCRITA I","EXOE1",NULL,"A",54,NULL,NULL,"-"
3047,"ESTADISTICA","ESTAD",NULL,"A",54,NULL,NULL,"-"
3048,"FUNDAMENTOS DE ADMINISTRACION","FAE",NULL,"A",54,NULL,NULL,"-"
3049,"INFORMATICA","INFOR",NULL,"A",54,NULL,NULL,"-"
3050,"FORMACION SOCIOCULTURAL II","FOSO2",NULL,"A",54,NULL,NULL,"-"
3051,"EXPRESION ORAL Y ESCRITA II","EXOE2",NULL,"A",54,NULL,NULL,"-"
3052,"PROCEDIMIENTOS ADMINISTRATIVOS","PROC",NULL,"A",54,NULL,NULL,"-"
3053,"INFORMATICA APLICADA A LOS NEGOCIOS","IAN",NULL,"A",54,NULL,NULL,"-"
3054,"TEORIA Y DESARROLLO ORGANIZACIONAL","TDO",NULL,"A",54,NULL,NULL,"-"
3055,"DESARROLLO LOCAL Y REGIONAL I","DLR",NULL,"A",54,NULL,NULL,"-"
3056,"CONTABILIDAD I","CONT1",NULL,"A",54,NULL,NULL,"-"
3057,"ESTUDIO TECNICO","ETECN",NULL,"A",54,NULL,NULL,"-"
3058,"COMERCIALIZACION","COMER",NULL,"A",54,NULL,NULL,"-"
3059,"INGLES IV","INIV",NULL,"A",54,NULL,NULL,"-"
3060,"ADMINISTRACION DEL CAPITAL DE TRABAJO","ACT",NULL,"A",54,NULL,NULL,"-"
3061,"INTEGRADORA I","IIN I",NULL,"A",54,NULL,NULL,"A"
3062,"INGLES III","INIII",NULL,"A",54,NULL,NULL,"-"
3063,"ESTUDIO DE MERCADO","ESMER",NULL,"A",54,NULL,NULL,"-"
3064,"PLANEACION ESTRATEGICA","PLANE",NULL,"A",54,NULL,NULL,"-"
3065,"ECONOMIA APLICADA A LOS NEGOCIOS","ECANE",NULL,"A",54,NULL,NULL,"-"
3066,"CALIDAD","CALID",NULL,"A",54,NULL,NULL,"-"
3067,"ANALISIS E INTERPRETACION DE ESTADOS FINANCIEROS","AIEFI",NULL,"A",54,NULL,NULL,"-"
3068,"INGLES II","IINII",NULL,"A",54,NULL,NULL,"-"
3069,"FUNDAMENTOS DE MERCADOTECNIA","FUNME",NULL,"A",54,NULL,NULL,"-"
3070,"FORMACION SOCIOCULTURAL IV","FOSO4",NULL,"A",54,NULL,NULL,"-"
3071,"CONTABILIDAD II","CONT2",NULL,"A",54,NULL,NULL,"-"
3072,"DESARROLLO LOCAL Y REGIONAL II","DELR",NULL,"A",54,NULL,NULL,"-"
3073,"IDIOMA EXTRANJERO IV","IDEX4",NULL,"A",54,NULL,NULL,"-"
3074,"ESTUDIO FINANCIERO","ESF",4,"A",54,8,4,"-"
3075,"CONSULTORIA EMPRESARIAL","COEMP",4,"A",54,8,5,"-"
3076,"FORMACION SOCIOCULTURAL III","FOSO3",2,"A",54,8,2,"-"
3077,"INGLES V","INGV",4,"A",54,8,2,"-"
3078,"ADMINISTRACION DE PROYECTOS I","APRY1",1,"A",54,1,1,"-"
3079,"ADMINISTRACION DE PROYECTOS II","APRY2",4,"A",54,9,4,"-"
3080,"EVALUACION ECONOMICA FINANCIERA","EEF",7,"A",54,9,6,"-"
3081,"PLANEACION FINANCIERA","PFIN",5,"A",54,9,6,"-"
3082,"INTEGRADORA II","INTG",2,"A",54,9,3,"A"
3108,"IDIOMA EXTRANJERO I","IDEX1",4,"A",18,1,3,"-"
3126,"IDIOMA EXTRANJERO III","IDEX3",4,"A",18,3,2,"-"
3134,"ANALISIS DE CIRCUITOS ELECTRONICOS","ACEL",5,"A",18,4,2,"-"
3135,"FORMACION SOCIOCULTURAL IV","FOSO4",3,"A",18,4,3,"-"
3138,"IDIOMA EXTRANJERO IV","IDEX4",4,"A",18,4,3,"-"
3171,"INFORMATICA","INFOR",NULL,"A",56,NULL,NULL,"-"
3172,"EXPRESION ORAL Y ESCRITA I","EXOE1",NULL,"A",56,NULL,NULL,"-"
3173,"CIRCUITOS ELECTRICOS","CELEC",NULL,"A",56,NULL,NULL,"-"
3174,"MATEMATICAS","MAT",NULL,"A",56,NULL,NULL,"-"
3175,"PROCESOS PRODUCTIVOS","PPROD",NULL,"A",56,NULL,NULL,"-"
3176,"FUNDAMENTOS DE ESTATICA Y DINAMICA","FESDI",NULL,"A",56,NULL,NULL,"-"
3177,"ELECTRONICA ANALOGICA","ELANA",NULL,"A",56,NULL,NULL,"-"
3178,"FORMACION SOCIOCULTURAL I","FOSO1",NULL,"A",56,NULL,NULL,"-"
3179,"IDIOMA EXTRANJERO I","IDEX1",NULL,"A",56,NULL,NULL,"-"
3180,"SENSORES","SEN",NULL,"A",56,NULL,NULL,"-"
3181,"SISTEMAS HIDRAULICOS Y NEUMATICOS","SNH",NULL,"A",56,NULL,NULL,"-"
3182,"IDIOMA EXTRANJERO II","IDEX2",NULL,"A",56,NULL,NULL,"-"
3183,"LOGICA DE PROGRAMACION","LOPRO",NULL,"A",56,NULL,NULL,"-"
3184,"FORMACION SOCIOCULTURAL II","FOSO2",NULL,"A",56,NULL,NULL,"-"
3185,"ANALISIS DE CIRCUITOS ELECTRONICOS","ACEL",NULL,"A",56,NULL,NULL,"-"
3186,"LENGUAJE DE PROGRAMACION","LPROG",NULL,"A",56,NULL,NULL,"-"
